GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
1235,-1999.6536,-19079.429,-3440.3892,89.45852688,-21079.0826,-3350.93067312,-24430.0132731
1236,-1962.3182,-18961.5482,-3504.7924,89.60406264,-20923.8664,-3415.18833736,-24339.0547374
1237,-2014.9769,-18900.1882,-3574.9347,91.77891696,-20915.1651,-3483.15578304,-24398.320883
1238,-2012.3181,-18990.858,-3485.6781,90.02534904,-21003.1761,-3395.65275096,-24398.828851
1239,-1997.8922,-18962.1884,-3521.814,89.56518408,-20960.0806,-3432.24881592,-24392.3294159
1240,-1999.1788,-18974.6532,-3498.138,89.44784856,-20973.832,-3408.69015144,-24382.5221514
1241,-2005.5518,-18931.9006,-3480.0565,90.67493736,-20937.4524,-3389.38156264,-24326.8339626
1242,-1976.5378,-19032.4999,-3438.5273,89.78580288,-21009.0377,-3348.74149712,-24357.7791971
1243,-1999.8728,-19063.4471,-3445.9069,88.4469384,-21063.3199,-3357.4599616,-24420.7798616
1244,-2011.5902,-18960.5993,-3547.0076,89.09615232,-20972.1895,-3457.91144768,-24430.1009477
1245,-2004.3369,-19034.8479,-3455.153,88.78884912,-21039.1848,-3366.36415088,-24405.5489509
1246,-1983.421,-18929.5038,-3495.3152,91.504476,-20912.9248,-3403.810724,-24316.735524
1247,-1995.9533,-19070.9341,-3430.6032,88.040178,-21066.8874,-3342.563022,-24409.450422
1248,-2002.5092,-19000.9756,-3510.6263,88.62378984,-21003.4848,-3422.00251016,-24425.4873102
1249,-1998.3145,-19042.4861,-3471.0684,89.5327344,-21040.8006,-3381.5356656,-24422.3362656
1250,-2024.111,-19087.0377,-3442.1638,89.392896,-21111.1487,-3352.770904,-24463.919604
1251,-2004.3332,-19019.4544,-3462.4169,88.69474296,-21023.7876,-3373.72215704,-24397.509757
1252,-2010.4564,-18965.8972,-3514.2642,90.76247424,-20976.3536,-3423.50172576,-24399.8553258
1253,-1981.0429,-19032.4268,-3448.1553,89.87437512,-21013.4697,-3358.28092488,-24371.7506249
1254,-1993.9234,-19016.9405,-3484.3218,91.23383952,-21010.8639,-3393.08796048,-24403.9518605
1255,-1965.3646,-18989.7731,-3516.308,90.62991216,-20955.1377,-3425.67808784,-24380.8157878
1256,-1979.879,-19029.8723,-3453.5722,90.9015624,-21009.7513,-3362.6706376,-24372.4219376
1257,-1967.4924,-18967.6949,-3485.8298,91.40859936,-20935.1873,-3394.42120064,-24329.6085006
1258,-1997.3476,-19034.8012,-3486.9258,90.713286,-21032.1488,-3396.212514,-24428.361314
1259,-1981.0636,-18932.6063,-3563.024,90.39054456,-20913.6699,-3472.63345544,-24386.3033554
1260,-1991.6293,-18898.8353,-3567.1417,92.46846096,-20890.4646,-3474.67323904,-24365.137839
1261,-1968.4641,-18970.6368,-3537.7434,90.58486752,-20939.1009,-3447.15853248,-24386.2594325
1262,-1995.1075,-18945.4713,-3553.5098,89.33675472,-20940.5788,-3464.17304528,-24404.7518453
1263,-2010.6179,-18935.4299,-3520.0317,90.05075208,-20946.0478,-3429.98094792,-24376.0287479
1264,-1984.6809,-19055.3856,-3492.8906,89.0402004,-21040.0665,-3403.8503996,-24443.9168996
1265,-1985.0566,-18923.8745,-3541.9249,90.00733536,-20908.9311,-3451.91756464,-24360.8486646
1266,-1977.9788,-19045.9222,-3501.5063,91.99662552,-21023.901,-3409.50967448,-24433.4106745
1267,-1985.5304,-19049.6031,-3484.8401,91.0721664,-21035.1335,-3393.7679336,-24428.9014336
1268,-1967.0263,-18956.4029,-3546.1149,92.2256928,-20923.4292,-3453.8892072,-24377.3184072
1269,-1985.6931,-19000.6436,-3468.6096,89.95006944,-20986.3367,-3378.65953056,-24364.9962306
1270,-1994.968,-18986.2689,-3471.6147,90.54801,-20981.2369,-3381.06669,-24362.30359
1271,-1995.4015,-19031.9474,-3475.0622,91.58454504,-21027.3489,-3383.47765496,-24410.826555
1272,-1993.8395,-19087.1065,-3426.9639,90.60856704,-21080.946,-3336.35533296,-24417.301333
1273,-1977.6595,-19039.4947,-3482.4323,91.19259936,-21017.1542,-3391.23970064,-24408.3939006
1274,-1975.8436,-19009.7562,-3502.225,92.6352288,-20985.5998,-3409.5897712,-24395.1895712
1275,-1981.4607,-19049.6555,-3426.8741,90.77612616,-21031.1162,-3336.09797384,-24367.2141738
1276,-1984.5355,-18993.7611,-3497.9266,90.77321808,-20978.2966,-3407.15338192,-24385.4499819
1277,-1986.3438,-19077.022,-3428.7996,90.37063584,-21063.3658,-3338.42896416,-24401.7947642
1278,-1983.382,-19030.5711,-3448.5919,90.24049224,-21013.9531,-3358.35140776,-24372.3045078
1279,-1984.9567,-19022.9149,-3457.2741,89.41962672,-21007.8716,-3367.85447328,-24375.7260733
1280,-2010.8352,-19035.5768,-3398.5757,89.93294352,-21046.412,-3308.64275648,-24355.0547565
1281,-1990.9512,-19012.996,-3388.5736,89.54953992,-21003.9472,-3299.02406008,-24302.9712601
1282,-1985.2991,-19081.8019,-3413.8898,90.98586504,-21067.101,-3322.90393496,-24390.004935
1283,-1975.048,-19090.2496,-3401.2731,90.82453608,-21065.2976,-3310.44856392,-24375.7461639
1284,-1994.6946,-19027.6711,-3495.4602,90.66651696,-21022.3657,-3404.79368304,-24427.159383
1285,-1965.7209,-19014.2858,-3443.3223,91.7791884,-20980.0067,-3351.5431116,-24331.5498116
1286,-1979.6146,-19016.0645,-3461.6859,90.54625104,-20995.6791,-3371.13964896,-24366.818749
1287,-1984.0219,-19039.2263,-3481.6532,90.11423592,-21023.2482,-3391.53896408,-24414.7871641
1288,-1992.2131,-19020.3601,-3446.1078,90.64896696,-21012.5732,-3355.45883304,-24368.032033
1289,-1965.6967,-19000.8236,-3467.163,90.80524152,-20966.5203,-3376.35775848,-24342.8780585
1290,-1997.3851,-18907.2595,-3523.4095,91.11481776,-20904.6446,-3432.29468224,-24336.9392822
1291,-1970.5494,-19010.6911,-3483.699,91.48432752,-20981.2405,-3392.21467248,-24373.4551725
1292,-1991.1677,-18989.8966,-3477.1031,91.2819456,-20981.0643,-3385.8211544,-24366.8854544
1293,-2005.5025,-19054.9222,-3428.8054,90.74084904,-21060.4247,-3338.06455096,-24398.489251
1294,-1997.0163,-18899.2273,-3537.3713,91.40922072,-20896.2436,-3445.96207928,-24342.2056793
1295,-1991.3686,-18992.7265,-3480.8127,91.14261336,-20984.0951,-3389.67008664,-24373.7651866
1296,-2000.0423,-18954.3815,-3515.8663,91.1034324,-20954.4238,-3424.7628676,-24379.1866676
1297,-1984.059,-18967.5168,-3506.3983,90.60856344,-20951.5758,-3415.78973656,-24367.3655366
1298,-1987.3412,-18892.3256,-3553.2587,92.83039488,-20879.6668,-3460.42830512,-24340.0951051
1299,-1992.5092,-18936.6827,-3529.4983,90.9715356,-20929.1919,-3438.5267644,-24367.7186644
1300,-1962.4642,-19017.9707,-3560.1219,91.70253216,-20980.4349,-3468.41936784,-24448.8542678
1301,-1991.8116,-18868.5431,-3570.3217,91.28880432,-20860.3547,-3479.03289568,-24339.3875957
1302,-2005.6106,-18867.762,-3561.387,91.22585832,-20873.3726,-3470.16114168,-24343.5337417
1303,-1992.8204,-18882.4507,-3586.3379,91.86840216,-20875.2711,-3494.46949784,-24369.7405978
1304,-1956.1448,-18926.8503,-3535.2299,93.13068528,-20882.9951,-3442.09921472,-24325.0943147
1305,-1985.3266,-18921.9662,-3567.9069,92.24039016,-20907.2928,-3475.66650984,-24382.9593098
1306,-1982.7074,-18895.9755,-3575.7658,92.37422304,-20878.6829,-3483.39157696,-24362.074477
1307,-1989.5285,-18935.6851,-3564.4253,90.70474104,-20925.2136,-3473.72055896,-24398.934159
1308,-2007.889,-18909.6368,-3545.6552,92.54979936,-20917.5258,-3453.10540064,-24370.6312006
1309,-2002.2829,-18883.4149,-3614.8335,91.69401672,-20885.6978,-3523.13948328,-24408.8372833
1310,-2006.2406,-18907.9499,-3601.2196,92.15879256,-20914.1905,-3509.06080744,-24423.2513074
1311,-2013.4499,-18989.7135,-3534.634,89.94232656,-21003.1634,-3444.69167344,-24447.8550734
1312,-1998.7126,-18937.3449,-3556.4602,92.01148704,-20936.0575,-3464.44871296,-24400.506213
1313,-1955.6312,-19088.0927,-3447.758,91.69388856,-21043.7239,-3356.06411144,-24399.7880114
1314,-1979.8905,-18953.6357,-3475.1722,92.78151408,-20933.5262,-3382.39068592,-24315.9168859
1315,-1999.3287,-19030.6363,-3438.8514,90.60132096,-21029.965,-3348.25007904,-24378.215079
1316,-1996.2078,-19009.585,-3458.002,93.4940772,-21005.7928,-3364.5079228,-24370.3007228
1317,-1996.5818,-18898.3573,-3532.8518,91.44001224,-20894.9391,-3441.41178776,-24336.3508878
1318,-1992.0604,-18941.3862,-3532.1816,91.6240572,-20933.4466,-3440.5575428,-24374.0041428
1319,-2011.5581,-18907.5555,-3537.9599,90.87140304,-20919.1136,-3447.08849696,-24366.202097
1320,-2019.52,-18862.1411,-3557.2713,90.63882144,-20881.6611,-3466.63247856,-24348.2935786
1321,-2004.0042,-18898.1326,-3550.5984,90.72059544,-20902.1368,-3459.87780456,-24362.0146046
1322,-2007.0669,-18792.4505,-3613.8358,92.20591584,-20799.5174,-3521.62988416,-24321.1472842
1323,-1989.4409,-18895.214,-3598.5644,91.98431496,-20884.6549,-3506.58008504,-24391.234985
1324,-1989.6921,-18870.133,-3581.9501,93.00405384,-20859.8251,-3488.94604616,-24348.7711462
1325,-1995.1643,-18847.4656,-3594.5898,93.45016944,-20842.6299,-3501.13963056,-24343.7695306
1326,-1980.7349,-18827.1534,-3594.4732,91.58031288,-20807.8883,-3502.89288712,-24310.7811871
1327,-2000.8069,-18848.854,-3605.1853,90.7676784,-20849.6609,-3514.4176216,-24364.0785216
1328,-2004.8152,-18872.4536,-3590.1755,90.31463712,-20877.2688,-3499.86086288,-24377.1296629
1329,-1995.5943,-18894.8398,-3526.2613,90.43753536,-20890.4341,-3435.82376464,-24326.2578646
1330,-1981.2293,-18906.3874,-3545.9211,90.20231568,-20887.6167,-3455.71878432,-24343.3354843
1331,-1985.0079,-18915.0472,-3535.969,90.87546384,-20900.0551,-3445.09353616,-24345.1486362
1332,-1960.5926,-18862.0476,-3555.4009,91.26798552,-20822.6402,-3464.13291448,-24286.7731145
1333,-1954.2683,-18952.1838,-3552.0851,91.84721832,-20906.4521,-3460.23788168,-24366.6899817
1334,-2003.2059,-18921.3675,-3578.3072,90.24101928,-20924.5734,-3488.06618072,-24412.6395807
1335,-2013.0638,-18831.3304,-3631.4393,90.6077484,-20844.3942,-3540.8315516,-24385.2257516
1336,-1958.6126,-18901.855,-3604.0829,91.29293496,-20860.4676,-3512.78996504,-24373.257565
1337,-1996.8588,-18797.7254,-3636.8666,92.78196552,-20794.5842,-3544.08463448,-24338.6688345
1338,-1982.8048,-18844.7304,-3607.9326,93.14313768,-20827.5352,-3514.78946232,-24342.3246623
1339,-1998.6858,-18879.7385,-3593.2715,92.77878096,-20878.4243,-3500.49271904,-24378.917019
1340,-1994.313,-18897.8873,-3562.7273,90.1160856,-20892.2003,-3472.6112144,-24364.8115144
1341,-1973.251,-18940.0326,-3584.5031,92.30938488,-20913.2836,-3492.19371512,-24405.4773151
1342,-1982.95,-18904.2507,-3582.8156,91.84475376,-20887.2007,-3490.97084624,-24378.1715462
1343,-2001.2087,-18997.2278,-3543.3655,92.37667392,-20998.4365,-3450.98882608,-24449.4253261
1344,-1986.2229,-18959.6113,-3501.1589,90.5884848,-20945.8342,-3410.5704152,-24356.4046152
1345,-1992.663,-18883.3973,-3545.5204,90.00910224,-20876.0603,-3455.51129776,-24331.5715978
1346,-2008.9161,-18865.6255,-3564.7415,90.3749544,-20874.5416,-3474.3665456,-24348.9081456
1347,-2019.5084,-18905.1231,-3527.6947,88.81387776,-20924.6315,-3438.88082224,-24363.5123222
1348,-1984.7008,-18997.7706,-3472.0313,88.36828704,-20982.4714,-3383.66301296,-24366.134413
1349,-1980.2687,-18942.0523,-3542.2022,90.26313048,-20922.321,-3451.93906952,-24374.2600695
1350,-2016.7083,-18985.3319,-3520.8662,89.20345896,-21002.0402,-3431.66274104,-24433.702941
1351,-1961.8557,-18960.9631,-3522.3664,88.63409736,-20922.8188,-3433.73230264,-24356.5511026
1352,-1986.8336,-18927.2509,-3519.7066,91.30788792,-20914.0845,-3428.39871208,-24342.4832121
1353,-1981.739,-18848.5154,-3583.3721,93.15976608,-20830.2544,-3490.21233392,-24320.4667339
1354,-2006.9134,-18925.044,-3539.0316,90.62275176,-20931.9574,-3448.40884824,-24380.3662482
1355,-1985.0886,-18891.5478,-3539.421,90.08008776,-20876.6364,-3449.34091224,-24325.9773122
1356,-1969.2825,-18981.3879,-3527.9424,90.01223136,-20950.6704,-3437.93016864,-24388.6005686
1357,-1961.0965,-18930.8716,-3564.8437,91.102842,-20891.9681,-3473.740858,-24365.708958
1358,-2012.5647,-18917.0404,-3545.4427,89.1805572,-20929.6051,-3456.2621428,-24385.8672428
1359,-1982.4436,-18921.2136,-3567.1,90.10477728,-20903.6572,-3476.99522272,-24380.6524227
1360,-1995.8007,-18852.4413,-3591.678,93.38893272,-20848.242,-3498.28906728,-24346.5310673
1361,-1970.2144,-18868.815,-3599.7429,90.69689952,-20839.0294,-3509.04600048,-24348.0754005
1362,-1979.3035,-18817.9174,-3668.7354,91.62218448,-20797.2209,-3577.11321552,-24374.3341155
1363,-2008.6673,-18784.7029,-3662.6795,92.95087968,-20793.3702,-3569.72862032,-24363.0988203
1364,-1989.0689,-18775.9773,-3683.753,90.6688476,-20765.0462,-3593.0841524,-24358.1303524
1365,-2012.2225,-18813.6561,-3624.4208,89.75102832,-20825.8786,-3534.66977168,-24360.5483717
1366,-2014.305,-18801.3345,-3643.8828,89.79384384,-20815.6395,-3554.08895616,-24369.7284562
1367,-1995.4351,-18805.9183,-3637.8899,90.92226168,-20801.3534,-3546.96763832,-24348.3210383
1368,-1984.0578,-18888.3168,-3565.2512,90.56134656,-20872.3746,-3474.68985344,-24347.0644534
1369,-1974.5298,-18892.7989,-3552.5811,92.3589468,-20867.3287,-3460.2221532,-24327.5508532
1370,-1974.6784,-18832.489,-3599.6712,92.4355224,-20807.1674,-3507.2356776,-24314.4030776
1371,-2009.6657,-18807.3425,-3643.9216,91.3540248,-20817.0082,-3552.5675752,-24369.5757752
1372,-1998.1169,-18832.9404,-3628.1427,92.3669784,-20831.0573,-3535.7757216,-24366.8330216
1373,-2009.6741,-18824.6998,-3620.6812,92.2390452,-20834.3739,-3528.4421548,-24362.8160548
1374,-1982.9751,-18882.2055,-3589.8237,91.59789168,-20865.1806,-3498.22580832,-24363.4064083
1375,-2014.2451,-18877.7038,-3568.8012,89.93708064,-20891.9489,-3478.86411936,-24370.8130194
1376,-2032.2148,-18900.8308,-3552.7755,88.16699808,-20933.0456,-3464.60850192,-24397.6541019
1377,-2000.8897,-18912.1577,-3547.9203,90.59045328,-20913.0474,-3457.32984672,-24370.3772467
1378,-1985.6204,-18918.4235,-3541.3722,89.58452112,-20904.0439,-3451.78767888,-24355.8315789
1379,-1977.6663,-18923.6223,-3539.8904,90.10035648,-20901.2886,-3449.79004352,-24351.0786435
1380,-1986.8993,-18901.3847,-3552.4166,91.17460368,-20888.284,-3461.24199632,-24349.5259963
1381,-2004.6162,-18936.7202,-3527.3224,91.41697512,-20941.3364,-3435.90542488,-24377.2418249
1382,-1983.024,-19001.8349,-3509.5432,89.6133276,-20984.8589,-3419.9298724,-24404.7887724
1383,-1975.9935,-19005.7121,-3480.7069,91.06974288,-20981.7056,-3389.63715712,-24371.3427571
1384,-1937.7916,-19014.5963,-3504.1041,90.52044768,-20952.3879,-3413.58365232,-24365.9715523
1385,-1993.859,-18868.2304,-3536.5855,90.77031,-20862.0894,-3445.81519,-24307.90459
1386,-1969.8501,-18915.7917,-3550.9633,91.12349232,-20885.6418,-3459.83980768,-24345.4816077
1387,-1954.2168,-19017.3606,-3539.4348,91.74647448,-20971.5774,-3447.68832552,-24419.2657255
1388,-1982.9817,-18885.9828,-3551.8745,90.63402984,-20868.9645,-3461.24047016,-24330.2049702
1389,-1989.782,-19001.3325,-3497.1364,90.86598504,-20991.1145,-3406.27041496,-24397.384915
1390,-1972.7882,-18988.7893,-3476.0328,91.63168344,-20961.5775,-3384.40111656,-24345.9786166
1391,-2016.1168,-18956.628,-3478.8215,89.02141848,-20972.7448,-3389.80008152,-24362.5448815
1392,-2001.8727,-19026.4727,-3478.7883,90.17135352,-21028.3454,-3388.61694648,-24416.9623465
1393,-1982.5135,-19006.083,-3489.6357,90.99521352,-20988.5965,-3398.64048648,-24387.2369865
1394,-1983.5376,-19023.1357,-3489.0241,90.29669688,-21006.6733,-3398.72740312,-24405.4007031
1395,-1969.4997,-18974.5723,-3495.0057,91.38806928,-20944.072,-3403.61763072,-24347.6896307
1396,-1990.0007,-18876.0387,-3571.3248,89.8709112,-20866.0394,-3481.4538888,-24347.4932888
1397,-1991.7165,-18956.0277,-3489.1924,88.94593512,-20947.7442,-3400.24646488,-24347.9906649
1398,-1974.2687,-19047.7825,-3436.4362,89.86946112,-21022.0512,-3346.56673888,-24368.6179389
1399,-1939.9292,-19021.188,-3521.9271,92.65052952,-20961.1172,-3429.27657048,-24390.3937705
1400,-1964.1398,-18992.0563,-3475.0034,89.49586536,-20956.1961,-3385.50753464,-24341.7036346
1401,-1985.6397,-19029.6665,-3445.7109,89.40250296,-21015.3062,-3356.30839704,-24371.614597
1402,-1993.3494,-19063.1206,-3463.5898,89.44068816,-21056.47,-3374.14911184,-24430.6191118
1403,-2001.5309,-18964.9934,-3526.5358,91.28789208,-20966.5243,-3435.24790792,-24401.7722079
1404,-1987.1615,-18957.5237,-3470.2885,90.82521864,-20944.6852,-3379.46328136,-24324.1484814
1405,-1987.311,-19006.7958,-3447.4515,90.00088632,-20994.1068,-3357.45061368,-24351.5574137
1406,-1993.2123,-18924.6441,-3482.4528,91.04076576,-20917.8564,-3391.41203424,-24309.2684342
1407,-1961.6926,-18973.0055,-3538.2121,91.62181728,-20934.6981,-3446.59028272,-24381.2883827
1408,-1965.7205,-18968.18,-3513.9299,91.42960032,-20933.9005,-3422.50029968,-24356.4007997
1409,-1961.9422,-18940.989,-3558.5317,91.07774856,-20902.9312,-3467.45395144,-24370.3851514
1410,-1997.5658,-19009.221,-3511.1634,91.80235296,-21006.7868,-3419.36104704,-24426.147847
1411,-1995.9676,-18953.3294,-3558.9363,90.65564712,-20949.297,-3468.28065288,-24417.5776529
1412,-1968.725,-19000.858,-3532.6759,91.3767804,-20969.583,-3441.2991196,-24410.8821196
1413,-1981.5822,-18871.6419,-3594.9755,89.65537056,-20853.2241,-3505.32012944,-24358.5442294
1414,-1954.0277,-18898.222,-3610.583,92.16048888,-20852.2497,-3518.42251112,-24370.6722111
1415,-1966.638,-18975.3909,-3501.1536,90.10269,-20942.0289,-3411.05091,-24353.07981
1416,-1980.8004,-18935.0179,-3540.4489,90.50433984,-20915.8183,-3449.94456016,-24365.7628602
1417,-1980.8153,-19055.6034,-3455.8309,89.98376328,-21036.4187,-3365.84713672,-24402.2658367
1418,-1973.4506,-19010.7452,-3510.5613,89.60962896,-20984.1958,-3420.95167104,-24405.147471
1419,-2010.9294,-18987.9462,-3474.3314,89.36365752,-20998.8756,-3384.96774248,-24383.8433425
1420,-1998.027,-18896.0799,-3548.2985,90.49086072,-20894.1069,-3457.80763928,-24351.9145393
1421,-2007.5082,-18978.7907,-3512.3556,88.50333312,-20986.2989,-3423.85226688,-24410.1511669
1422,-1980.9658,-18934.0607,-3546.7368,91.70706816,-20915.0265,-3455.02973184,-24370.0562318
1423,-2007.0126,-18880.7801,-3550.3529,90.09145296,-20887.7927,-3460.26144704,-24348.054147
1424,-2002.1022,-18974.2296,-3508.3421,90.88321392,-20976.3318,-3417.45888608,-24393.7906861
1425,-1990.2071,-19038.2905,-3472.6739,89.75135736,-21028.4976,-3382.92254264,-24411.4201426
1426,-1965.4214,-19009.1625,-3497.0118,90.15542424,-20974.5839,-3406.85637576,-24381.4402758
1427,-1983.6255,-18987.6372,-3495.6393,89.69406912,-20971.2627,-3405.94523088,-24377.2079309
1428,-1965.9685,-18967.8848,-3508.0215,91.05592896,-20933.8533,-3416.96557104,-24350.818871
1429,-1955.9368,-19034.3173,-3471.1165,91.57616352,-20990.2541,-3379.54033648,-24369.7944365
1430,-1976.9993,-18983.1732,-3488.4627,89.75594376,-20960.1725,-3398.70675624,-24358.8792562
1431,-2000.8503,-18969.4226,-3485.3483,91.4639076,-20970.2729,-3393.8843924,-24364.1572924
1432,-1963.1169,-18958.2237,-3516.981,91.21766328,-20921.3406,-3425.76333672,-24347.1039367
1433,-1954.4282,-18973.2138,-3506.3661,91.35431928,-20927.642,-3415.01178072,-24342.6537807
1434,-1984.6037,-18954.5122,-3548.8186,88.56449856,-20939.1159,-3460.25410144,-24399.3700014
1435,-1999.8067,-18960.9248,-3510.6115,88.66939104,-20960.7315,-3421.94210896,-24382.673609
1436,-1961.4556,-19028.2243,-3446.8585,88.91478792,-20989.6799,-3357.94371208,-24347.6236121
1437,-1989.3347,-19054.8764,-3436.2652,90.206784,-21044.2111,-3346.058416,-24390.269516
1438,-1985.0981,-18984.8702,-3455.0226,90.06490512,-20969.9683,-3364.95769488,-24334.9259949
1439,-1969.8861,-18959.9118,-3481.2703,89.97355368,-20929.7979,-3391.29674632,-24321.0946463
1440,-1969.6519,-18997.3487,-3465.7821,91.31143968,-20967.0006,-3374.47066032,-24341.4712603
1441,-1967.3177,-18974.0087,-3483.9823,91.17008064,-20941.3264,-3392.81221936,-24334.1386194
1442,-1976.8532,-19013.119,-3456.2163,90.75677544,-20989.9722,-3365.45952456,-24355.4317246
1443,-1965.3681,-19028.4143,-3493.9632,92.7789084,-20993.7824,-3401.1842916,-24394.9666916
1444,-1975.8664,-19040.6242,-3441.6184,90.53126208,-21016.4906,-3351.08713792,-24367.5777379
1445,-1977.2677,-18993.2282,-3509.5911,92.46465216,-20970.4959,-3417.12644784,-24387.6223478
1446,-2010.7679,-19001.6981,-3420.3775,89.49850272,-21012.466,-3330.87899728,-24343.3449973
1447,-2016.9983,-18988.4662,-3478.0751,88.51953168,-21005.4645,-3389.55556832,-24395.0200683
1448,-2012.9929,-18979.623,-3465.6521,89.24475528,-20992.6159,-3376.40734472,-24369.0232447
1449,-1969.7988,-19085.6128,-3455.1007,90.08273016,-21055.4116,-3365.01796984,-24420.4295698
1450,-2002.1672,-19030.5217,-3464.3906,89.25710976,-21032.6889,-3375.13349024,-24407.8223902
1451,-2006.2081,-18974.477,-3542.5653,88.99820568,-20980.6851,-3453.56709432,-24434.2521943
1452,-1983.7377,-18964.4605,-3492.8392,91.37512728,-20948.1982,-3401.46407272,-24349.6622727
1453,-1984.5915,-19066.3818,-3440.8134,92.05455096,-21050.9733,-3348.75884904,-24399.732149
1454,-1979.0422,-18971.7169,-3552.6563,91.64917224,-20950.7591,-3461.00712776,-24411.7662278
1455,-1990.3673,-18996.7476,-3526.5203,91.735596,-20987.1149,-3434.784704,-24421.899604
1456,-1959.2642,-18965.0231,-3489.3208,91.23771096,-20924.2873,-3398.08308904,-24322.370389
1457,-1985.973,-19049.6847,-3448.3926,90.6218532,-21035.6577,-3357.7707468,-24393.4284468
1458,-1958.5718,-19013.8465,-3487.8245,90.89710848,-20972.4183,-3396.92739152,-24369.3456915
1459,-1980.2588,-18925.9194,-3521.7558,90.14126688,-20906.1782,-3431.61453312,-24337.7927331
1460,-2001.9478,-19025.8544,-3483.4677,89.79816168,-21027.8022,-3393.66953832,-24421.4717383
1461,-1956.2209,-18930.5449,-3523.8451,91.6089192,-20886.7658,-3432.2361808,-24319.0019808
1462,-2019.9768,-18946.5528,-3531.4736,91.9790316,-20966.5296,-3439.4945684,-24406.0241684
1463,-2000.1604,-19050.6066,-3420.3077,91.06551144,-21050.767,-3329.24218856,-24380.0091886
1464,-2004.2867,-19005.0142,-3503.4857,90.35390304,-21009.3009,-3413.13179696,-24422.432697
1465,-1990.9974,-18961.6966,-3488.623,90.17250552,-20952.694,-3398.45049448,-24351.1444945
1466,-1964.9351,-19060.4476,-3435.24,89.7968088,-21025.3827,-3345.4431912,-24370.8258912
1467,-1988.4026,-18986.2282,-3480.1157,90.45131256,-20974.6308,-3389.66438744,-24364.2951874
1468,-2000.8795,-18984.6228,-3529.2678,91.64622744,-20985.5023,-3437.62157256,-24423.1238726
1469,-1932.5654,-19054.1696,-3444.5724,93.53567952,-20986.735,-3351.03672048,-24337.7717205
1470,-1977.5743,-18998.3511,-3466.5757,91.25729496,-20975.9254,-3375.31840504,-24351.243805
1471,-1982.2828,-19056.4102,-3424.6741,91.19904624,-21038.693,-3333.47505376,-24372.1680538
1472,-1946.5638,-19100.3081,-3472.0844,90.70113168,-21046.8719,-3381.38326832,-24428.2551683
1473,-2003.1364,-19081.0611,-3424.8257,88.34926608,-21084.1975,-3336.47643392,-24420.6739339
1474,-1986.4269,-19070.3358,-3413.996,91.51373088,-21056.7627,-3322.48226912,-24379.2449691
1475,-1969.8813,-19056.2096,-3460.4473,91.73099664,-21026.0909,-3368.71630336,-24394.8072034
1476,-1977.5765,-19041.4668,-3478.3797,91.54016712,-21019.0433,-3386.83953288,-24405.8828329
1477,-1996.9323,-19039.4917,-3453.5551,91.7066556,-21036.424,-3361.8484444,-24398.2724444
1478,-1979.6834,-18999.237,-3498.7912,90.94196304,-20978.9204,-3407.84923696,-24386.769637
1479,-1992.6251,-19036.0679,-3416.8502,89.90305848,-21028.693,-3326.94714152,-24355.6401415
1480,-1975.95,-19091.5517,-3417.1779,90.36911592,-21067.5017,-3326.80878408,-24394.3104841
1481,-1969.2321,-19130.3464,-3389.5415,89.72278416,-21099.5785,-3299.81871584,-24399.3972158
1482,-2005.244,-19072.8764,-3411.4911,90.96004224,-21078.1204,-3320.53105776,-24398.6514578
1483,-1969.0378,-19129.6159,-3411.7869,90.9702972,-21098.6537,-3320.8166028,-24419.4703028
1484,-1954.9904,-19036.5117,-3474.4262,91.924974,-20991.5021,-3382.501226,-24374.003326
1485,-1959.7539,-18947.3167,-3508.4988,94.0074336,-20907.0706,-3414.4913664,-24321.5619664
1486,-1980.0383,-18988.2176,-3513.4419,92.91163752,-20968.2559,-3420.53026248,-24388.7861625
1487,-1955.3687,-19048.5847,-3511.5943,93.65099544,-21003.9534,-3417.94330456,-24421.8967046
1488,-1953.1956,-18948.8312,-3533.5869,92.89496232,-20902.0268,-3440.69193768,-24342.7187377
1489,-1961.8375,-18967.3497,-3521.62,94.30992648,-20929.1872,-3427.31007352,-24356.4972735
1490,-1970.4465,-18912.0985,-3578.0468,93.94424856,-20882.545,-3484.10255144,-24366.6475514
1491,-1977.3891,-19013.6203,-3493.9149,92.83459896,-20991.0094,-3401.08030104,-24392.089701
1492,-1954.1206,-19073.8669,-3464.4431,92.49941448,-21027.9875,-3371.94368552,-24399.9311855
1493,-1995.4091,-19044.6609,-3473.3377,91.57166352,-21040.07,-3381.76603648,-24421.8360365
1494,-1990.7687,-19008.8988,-3501.7542,91.66193712,-20999.6675,-3410.09226288,-24409.7597629
1495,-1980.0446,-18998.4034,-3463.666,91.24895664,-20978.448,-3372.41704336,-24350.8650434
1496,-1987.9919,-18925.1846,-3549.5896,90.75137472,-20913.1765,-3458.83822528,-24372.0147253
1497,-1980.9698,-18929.3371,-3537.3424,91.26220104,-20910.3069,-3446.08019896,-24356.387099
1498,-1993.9968,-18979.4869,-3495.665,91.7913816,-20973.4837,-3403.8736184,-24377.3573184
1499,-1972.6365,-18952.4139,-3538.8929,91.65050352,-20925.0504,-3447.24239648,-24372.2927965
1500,-1961.2669,-18936.6443,-3543.7606,90.53522424,-20897.9112,-3453.22537576,-24351.1365758
